Position_x,Position_y,Position_z,Velocity_x,Velocity_y,Velocity_z,Roll,Pitch,Yaw,AngularVelocity_x,AngularVelocity_y,AngularVelocity_z
4.5,3.5,0.2000004,0.0,0.0,9.5671465e-05,0.0005325241,-0.00053239265,-0.0002469037,0.12779,-0.12779,-0.05922287
4.5,3.5,0.2000011,-6.663326e-21,-6.536271e-21,0.000171038,0.00160509,-0.0016045254,-0.0005944247,0.25730744,-0.2574201,-0.08312999
4.5,3.5,0.20000215,-2.1786711e-05,-2.1781334e-05,0.00024983045,0.0032211705,-0.0032195884,-0.0009775477,0.38755345,-0.38791978,-0.09101392
4.4999995,3.4999995,0.20000356,-8.7485605e-05,-8.7425346e-05,0.00034035783,0.0053827446,-0.00537936,-0.0013605937,0.5181668,-0.51895124,-0.08970051
4.4999986,3.4999986,0.20000543,-0.00021940724,-0.0002191547,0.00044602813,0.0080912355,-0.008085228,-0.0017178872,0.6490228,-0.6504075,-0.08137414
4.4999967,3.499997,0.20000768,-0.00043982585,-0.00043911577,0.00053821964,0.011080571,-0.0113375075,-0.0020226296,0.71594614,-0.78188705,-0.06617083
4.499994,3.4999936,0.20001021,-0.0007710398,-0.0007694497,0.00060803635,0.013780356,-0.014694797,-0.0022692753,0.6461633,-0.8071374,-0.050761268
4.4999886,3.4999886,0.20001313,-0.0012358718,-0.001221938,0.0007028539,0.016769648,-0.01793386,-0.0025107355,0.71547467,-0.7790868,-0.04624651
4.499981,3.4999812,0.20001657,-0.0018388191,-0.001784843,0.0008247844,0.01921047,-0.02100477,-0.0026964531,0.5837658,-0.73854053,-0.033167817
4.49997,3.4999707,0.20002064,-0.0025753183,-0.0024701618,0.0009754628,0.022155901,-0.024161136,-0.0029206555,0.704593,-0.7595087,-0.03784587
4.4999557,3.4999573,0.20002528,-0.0034377242,-0.0032547708,0.0011131399,0.024550501,-0.026955096,-0.0030679067,0.57250625,-0.6722677,-0.02065349
4.499937,3.49994,0.2000305,-0.004430039,-0.004159624,0.0012565511,0.027244002,-0.029901272,-0.0032606416,0.6439386,-0.70912296,-0.027881686
