Position_x,Position_y,Position_z,Velocity_x,Velocity_y,Velocity_z,Roll,Pitch,Yaw,AngularVelocity_x,AngularVelocity_y,AngularVelocity_z
4.4336014,3.3799639,0.20000033,0.0,0.0,8.0878875e-05,0.0005375891,-0.00053750974,-0.00014763922,0.12901185,-0.12901185,-0.035398737
4.4336014,3.3799639,0.20000099,1.3411355e-22,-6.839791e-21,0.00015475918,0.0016163519,-0.0016160028,-0.00037277918,0.25883555,-0.25890568,-0.0537548
4.4336014,3.3799639,0.20000196,-2.1993455e-05,-2.1990212e-05,0.0002326739,0.0032380917,-0.0032370584,-0.00064222794,0.38901895,-0.38925076,-0.06372324
4.433601,3.3799634,0.2000033,-8.8145236e-05,-8.810705e-05,0.0003217158,0.005403807,-0.005401429,-0.0009397996,0.51935583,-0.5198597,-0.069172114
4.4336,3.3799627,0.20000507,-0.00022073882,-0.00022057339,0.0004275659,0.008114153,-0.008109512,-0.0012571986,0.6497541,-0.65065366,-0.071781404
4.4335985,3.3799608,0.20000738,-0.0004421587,-0.00044167796,0.0005549167,0.01136966,-0.011361563,-0.0015898816,0.780173,-0.781603,-0.0722373
4.433595,3.3799574,0.20001021,-0.0007746326,-0.00077351765,0.000676221,0.0148239685,-0.015157921,-0.0019397674,0.82735264,-0.91258657,-0.07297993
4.43359,3.3799524,0.20001347,-0.0012404259,-0.0012381929,0.00078457757,0.018295696,-0.018988263,-0.0022944307,0.8311455,-0.9210429,-0.07089418
4.4335823,3.3799446,0.2000173,-0.0018624448,-0.0018442143,0.0009198851,0.021707412,-0.022726882,-0.002643059,0.8164165,-0.8992861,-0.0665934
4.4335713,3.3799338,0.20002179,-0.0026422737,-0.0025922763,0.0010763218,0.02503246,-0.026350997,-0.0029809582,0.7953231,-0.87202656,-0.061515212
4.433556,3.3799193,0.20002699,-0.0035762633,-0.003479863,0.0012480376,0.028262561,-0.029856639,-0.003306325,0.7722697,-0.8437852,-0.056304023
4.433537,3.3799007,0.20003295,-0.0046597794,-0.0045033502,0.0014302914,0.031395122,-0.03324325,-0.0036185803,0.74862176,-0.81538254,-0.051225334
4.433512,3.379877,0.2000397,-0.0058879782,-0.0056587583,0.0016189965,0.03442922,-0.036510903,-0.003917656,0.72478074,-0.7869735,-0.04638629
4.433482,3.379848,0.20004724,-0.0072559565,-0.006941987,0.0018105448,0.037364434,-0.039659843,-0.00420369,0.70086616,-0.7585969,-0.04182524
4.4334455,3.3798134,0.20005558,-0.008758782,-0.008348891,0.002001738,0.04020052,-0.042690374,-0.0044768923,0.6769207,-0.7302722,-0.037550032
4.433402,3.3797722,0.2000647,-0.010391501,-0.009875291,0.0021895517,0.04293265,-0.045603253,-0.0047370554,0.65184456,-0.7021008,-0.033500966
4.4333515,3.3797243,0.20007458,-0.012149133,-0.011516983,0.0023709394,0.045550317,-0.048399784,-0.0049833236,0.6242774,-0.6742092,-0.02958684
4.4332933,3.379669,0.20008518,-0.01402672,-0.013269567,0.00254342,0.0480519,-0.051080644,-0.0052154623,0.5963492,-0.64645535,-0.025862526
