Position_x,Position_y,Position_z,Velocity_x,Velocity_y,Velocity_z,Roll,Pitch,Yaw,AngularVelocity_x,AngularVelocity_y,AngularVelocity_z
4.3676505,3.4065404,0.20000033,0.0,0.0,7.7924815e-05,0.0005390547,-0.00053899054,-0.00011891446,0.12936543,-0.12936543,-0.028504604
4.3676505,3.4065404,0.20000096,1.3764285e-21,-8.3997435e-22,0.00015122272,0.0016197017,-0.0016194165,-0.00030683517,0.25929996,-0.2593574,-0.04482106
4.3676505,3.4065404,0.20000191,-2.2053133e-05,-2.2050514e-05,0.00022861316,0.0032432717,-0.003242406,-0.0005395217,0.3894908,-0.38968226,-0.054897524
4.3676505,3.40654,0.20000322,-8.83387e-05,-8.830716e-05,0.0003166766,0.005410566,-0.0054085176,-0.00080452755,0.51979643,-0.5202159,-0.061351463
4.3676496,3.406539,0.20000498,-0.0002211329,-0.00022099426,0.00042105367,0.008122178,-0.008118071,-0.001094874,0.65015423,-0.6509101,-0.06528164
4.3676476,3.406537,0.2000072,-0.0004427306,-0.00044232272,0.000533117,0.0112649305,-0.011371487,-0.0014077723,0.7532475,-0.7817624,-0.06774548
4.3676443,3.406534,0.20000991,-0.0007754655,-0.0007745087,0.0006499964,0.014542808,-0.01516921,-0.0017417516,0.7851854,-0.91269046,-0.069715485
4.367639,3.4065287,0.20001306,-0.0012415425,-0.0012349482,0.0007555807,0.01784616,-0.019005693,-0.002082758,0.79092693,-0.9222692,-0.068294995
4.3676314,3.406521,0.20001675,-0.0018638232,-0.0018295121,0.00088689727,0.021104869,-0.022750963,-0.002419945,0.7798945,-0.900622,-0.06459723
4.3676205,3.4065106,0.20002109,-0.0026440802,-0.0025592207,0.001038639,0.024289431,-0.0263815,-0.002748201,0.7618108,-0.87329954,-0.060007256
4.367605,3.4064963,0.20002611,-0.0035786824,-0.0034221862,0.0012052226,0.027389284,-0.02989324,-0.0030653614,0.74121755,-0.84497505,-0.055187915
4.367586,3.406478,0.20003186,-0.004662985,-0.0044152974,0.0013820888,0.030400652,-0.033285633,-0.0033706084,0.71974486,-0.8164937,-0.050432373
