Position_x,Position_y,Position_z,Velocity_x,Velocity_y,Velocity_z,Roll,Pitch,Yaw,AngularVelocity_x,AngularVelocity_y,AngularVelocity_z
4.5700817,3.3901644,0.2000004,0.002708085,0.0036480485,-0.0007350376,0.00079013733,-0.00033959863,5.3078543e-06,0.16762611,-0.13729051,-0.20836906
4.5700817,3.3901644,0.20000112,-0.00073550147,-0.0012145088,-0.0018410904,0.0014557653,-0.0013321178,-0.0006325488,0.19719192,-0.22003119,-0.10025987
4.5700817,3.3901644,0.20000216,0.0028015997,-0.010709252,0.0007742284,0.0037842116,-0.003190444,-0.0010861248,0.4519645,-0.5550306,-0.12258318
4.570081,3.390164,0.2000036,-0.0014957548,0.0060653756,-0.008480965,0.005555766,-0.0052958606,-0.0011855311,0.4838911,-0.4104969,0.030505836
4.5700803,3.390163,0.20000549,-0.0028485209,0.003927676,0.0017997423,0.008020232,-0.008008929,-0.0015389486,0.6270756,-0.57466614,-0.14001945
4.5700784,3.390161,0.20000793,-0.002856214,-0.0012926422,-0.0022422539,0.01134419,-0.011257859,-0.002129459,0.9220405,-0.778544,-0.20082423
4.570075,3.390158,0.20001104,0.004759558,-0.004349105,0.00048795494,0.015140196,-0.015415741,-0.0023409647,0.8691158,-0.9997319,-0.064222716
4.57007,3.3901527,0.20001464,0.0049064015,-0.005231061,0.009480282,0.01911246,-0.01883771,-0.002749564,0.94009113,-0.86286956,-0.13540563
4.570062,3.390145,0.20001884,-0.0067333416,-0.002040177,0.007460249,0.02340014,-0.022356167,-0.0032727807,0.85745573,-1.0927466,0.048718236
4.570051,3.390134,0.20002374,0.0015816223,0.0074267555,-0.0017381146,0.027076138,-0.026489088,-0.0038673554,0.84017295,-0.9954079,-0.2758843
4.5700364,3.3901193,0.20002942,-0.00068778737,-0.005266666,0.0077135344,0.029981203,-0.029821496,-0.0042130905,0.9220261,-1.0371832,-0.094274454
4.570017,3.3901,0.20003593,-0.004325089,-0.0037507464,0.006343916,0.033369295,-0.033360388,-0.0048148716,0.97912616,-0.73410827,0.049612332
4.5699925,3.3900754,0.20004329,-0.0023883034,-0.0026395123,-0.008735502,0.036847845,-0.036521237,-0.004797803,0.8373417,-0.7355944,-0.06941509
4.569962,3.3900452,0.20005153,-0.006848632,-0.00802143,-0.008657943,0.040240604,-0.039407935,-0.0052708024,0.710727,-0.6849085,-0.21199627
4.569926,3.3900087,0.20006065,-0.018684885,-0.012392553,0.005072447,0.042961568,-0.042962074,-0.005219426,0.68700546,-0.634814,-0.10659815
4.5698824,3.3899653,0.20007062,-0.008825376,-0.016190892,0.0020818864,0.04614796,-0.04563109,-0.005106723,0.7627236,-0.9198404,0.047337532
4.5698314,3.3899145,0.20008141,-0.0125359995,-0.018297024,-0.0012692877,0.048935678,-0.04846336,-0.0061347093,0.7330497,-0.8463766,-0.10764671
4.5697727,3.389856,0.200093,-0.010317294,-0.012201829,0.0038126959,0.051537897,-0.051490728,-0.006338523,0.60371995,-0.7593308,-0.15440848
4.569706,3.389789,0.20010534,-0.0145878,-0.013924299,0.006699777,0.05494396,-0.054246493,-0.006308834,0.64973456,-0.7952893,-0.016067851
4.56963,3.3897133,0.2001184,-0.029210633,-0.017840993,0.008342864,0.05739856,-0.057232954,-0.0063111586,0.48531523,-0.74287665,0.15675405
4.5695453,3.3896284,0.20013206,-0.01775882,-0.020304943,0.0004168107,0.059131753,-0.058514476,-0.0066066356,0.39653653,-0.5447544,-0.16914035
4.5694504,3.3895338,0.20014632,-0.023351438,-0.026052963,-0.00041890636,0.061976247,-0.061421692,-0.0073880823,0.6426216,-0.42822328,-0.055470582
4.5693455,3.3894289,0.20016108,-0.022133887,-0.030999416,0.0062065367,0.06398985,-0.06337683,-0.00704821,0.5333757,-0.39765728,0.055600666
